Nama,Ulasan,Tanggal
Ajeng Kusuma (KUSUMA),Pasar tradisional yang bagus dengan banyak makanan tradisional tetapi hanya buka sampai jam 7 malam dan suasananya sangat bagus seperti bahasa Jawa,2018-10-14
sabtuklinov,Jangan lupa mie ayamnya pak Sabar di depan apotek Saerah.. Enak dan murah,2022-10-14
Munaya Nikma,Masih buka walaupun setelah maghrib/isya'. Yang paling enak di sini adalah camilan malamnya. Murah dan enak,2020-10-14
Kinanti Octavian,"Tempat sempurna untuk berbelanja barang segar setiap pagi, sarapan camilan tradisional, dan bulan Januari yang menyegarkan untuk memulai hari Anda.",2019-10-14
ibnu Purwanto N,Padahal kalau malam masih ramai dan banyak yang berjualan,2021-10-14
Umu Aiman Bigan,Dapatkan barang-barang yang bervariasi terutama makanan dengan harga yang wajar,2019-10-14
محمد صلاح الدين,"Pasar yang ramah dengan harga murah dan banyak jajanan khas Kotagede seperti yangko, kipo, ukel dan lain sebagainya",2022-10-14
Rafa&Yumna Corner,Jika anda ingin mencari jajanan tradisional.. Semua bisa anda temukan di tempat ini dengan harga terjangkau.,2019-10-14
Arief Rachman,"Pasar sentralnya ada di Kotagede dan sudah ada sejak berabad-abad yang lalu. Saat 'legi' (dalam penanggalan Jawa), tempat ini dipenuhi oleh masyarakat dari desa-desa sekitar kota dan banyak burung yang dijual di sini.",2019-10-14
Dannic Onlydann,"makanan bersih, murah, lengkap dan bervariasi",2024-03-14
Bambang Tri Atmojo,pasar favoritku,2024-08-14
Fikri RF06,Pasar tertua di Yogyakarta. Ini adalah pasar utama kerajaan Mataram yang didirikan pada tahun 1588. Banyak produk lokal di dalamnya.,2018-10-14
Mawar Aries,"Pasar sore dg banyak menu tradisional, menurutku es dawet favoritku",2017-10-14
SALLAM JOGJA,tempat sempurna untuk bernostalgia dengan makanan tradisional favorit Indonesia tahun 70-80an.,2019-10-14
Maria Eka Putri,"Anda akan menemukan banyak makanan tradisional yang lezat, perlengkapan sehari-hari dan banyak lagi",2021-10-14
Gregorius Punto Aji,Sampai saat ini masih banyak.,2021-10-14
Emerald Makerti,Pasar buah-buahan & sayuran tradisional di pagi hari dan juga pasar jajanan kaki lima di malam hari. Tempatnya agak bersih untuk ukuran pasar tradisional.,2017-10-14
Otiga Dental,Daging segar Kambing Lumayan,2021-10-14
Erisa Noviati,"Pasar lengkap dengan berbagai barang mulai dari sayur mayur, buah-buahan, jajanan tradisional, kebutuhan sehari-hari, pakaian, hingga berbagai bibit tanaman tersedia di sini... 🍅🌽🌶🍉🍊🍌🍪🍜🍹🍚🍝🍖👕👖👗🌱🌷🌾 …",2019-10-14
Widya Ajeng Pemila,"Anda memasuki kawasan Kotagede, Anda akan merasakan Jogja yang sesungguhnya. Pasar? Ikonik.😍 …",2021-10-14
Chayrul Ikhsan Rachman Al Af Fandi,Miliki pikiran yang segar. D tambah harga cabai dan bawang murah,2020-10-14
Edy Den Bagoes,Saya memiliki banyak kenangan di tempat ini,2021-10-14
Muji Raharjo,menyesap,2024-06-14
Tri Antoro,"Penjualnya ramah, harganya pun tidak mahal. Ini lengkap",2023-10-14
Efi Laila,"Pasar ramai ini baik pada pagi, siang, siang hingga malam hari.",2017-10-14
Esmoyo Semar,Nguri uri merupakan peninggalan nenek moyang pasar tradisional yang nyaman,2022-10-14
Muhammad Lutfi,Hampir semua jenis sayuran ada di sini,2020-10-14
Yuedha Djogja,Jika,2024-05-14
Ardhiona Dinfa,"Lengkapi apa saja, ingin cari apa saja",2023-10-14
Aris Bastian,Warung mbako terlengkap dan idola,2020-10-14
Stefanus Kristiawan,Banyak dan cukup bersih untuk ukuran pasar,2019-10-14
Terry Deweer,Salah satu satu-satunya pasar yang masih asli di Indo,2023-10-14
Pramono Jogja,"Ketika berbicara tentang pasar LEGI...
Itu tanggal merah....
Cendol dawet, heeeee.....",2021-10-14
naniksetya@gmail.com @gmail,Langsung ke sudut tenggara. Sotonya segar dan mengenyangkan di pagi hari,2019-10-14
Hafda,"Pasar bersih.. menjual berbagai macam barang mulai dari pecinta kuliner hingga garmen, makanan mentah, jamu dengan harga terjangkau.",2021-10-14
Ahmad Thoyyibi,"Lumayan lengkap gaess kalau mau sendiri
Murah untuk bernegosiasi",2019-10-14
Dimas Witjaksana,"Local Pride, salah satu pasar bersejarah terbaik di Daerah Istimewa Yogyakarta",2022-10-14
wong ndeso,Oke,2024-06-14
M K Wiro,Pasar tradisional yang bagus. Anda dapat menemukan banyak makanan di sini.,2017-10-14
DEDI KAYUNG,Bagus,2024-08-14
Panji Akbarul,Rasa makanannya enak,2022-10-14
nina aryanii,"tempatnya bagus, dan harganya, apa saja bisa ditemukan di pasar kelontong tradisional ini 😘 …",2018-10-14
Hadiyanti Soeprapto,Suka kota Cina kecil di sisi pasar gede,2023-10-14
Vebi Sri Minarni,Tempat unik untuk dikunjungi..itu warisan lokal kami👍 …,2023-10-14
Saint Joe,"Ramai, tipe pasar tradisional, kadang lalu lintas di sekitar pasar macet.",2022-10-14
Misterreusenation,Pahami seperti apa pasarnya?,2023-10-14
Rudi Rudi,Pasar tradisional..mengingatkan pada kesuksesan perekonomian Mataram di masa lalu,2020-10-14
Suryo H,Membawa semua kenangan...,2024-05-14
Garda Bagus Damastra,"Pasar tradisional yang sangat tua dan lengkap, rasakan suasana tradisional Jawa di sini",2021-10-14
Muhdi Sujatmiko,Pasar tradisional...suasana peninggalan...ramai,2022-10-14
MF MF,"setiap 5 hari sekali, ada hari ""Legi"", yaitu hari dimana Anda bisa menemukan segala sesuatu di pasar ini. Sangat ramai",2019-10-14
Lilik Setiawan,"Pasar Legi, pasar yang ada pada waktu saya pergi ke Ruku' doro pada hari Minggu",2019-10-14
wahyu wicaksono,"Orang yang sangat rendah hati, dan makanannya sangat enak",2023-10-14
Jr Distro,"Dari pagi hingga malam, masakannya luar biasa...👍 …",2018-10-14
Annisa P AL,Legenda💕💜 …,2023-10-14
Ratmono Ratmansunu,Pasar tradisional... Suasana pasar tradisional yang sesungguhnya bisa kamu rasakan di sini!,2021-10-14
Hendrawan K Saraswo,Pasar ramai dan lengkap,2023-10-14
R.M. Bayu Tejomurti,Rindu,2024-05-14
adistya rizki,Belanja setiap pagi,2023-10-14
jodypriyo sambodo,"Rapi, Bersih, Baik, Ramah dan Pedagang Sumeh...",2022-10-14
Hadi Abdul,Atas,2021-10-14
Leonie Dian Anggrasari,Tempat Anda dapat membeli makanan tradisional yang rasanya enak,2019-10-14
SUYANTO,"Pasar tradisional dengan bangunan baru, sangat nyaman, harga barang murah",2018-10-14
nanang darm,Sate kambing depan pasar.. Mantaaabzz,2023-10-14
muhammad taufiq,"Pasar ramai, lengkap dan murah",2022-10-14
nashihun amien,Anda dapat menemukan makanan tradisional di sini. Pecinta kuliner harus pergi ke sini.,2019-10-14
Nanang Rosiananta,murah dan bersih... banyak makanan tradisional. Saya menyukainya,2017-10-14
Satyapuan Sahasika,Pasar yang bagus dengan banyak makanan dan minuman tradisional Jawa,2018-10-14
Tutung Fajar,Tempat yang eksotis untuk mengunjungi budaya Jawa kuno,2022-10-14
teguh wibowo,"Makam bersejarah raja-raja Mataram, para syuhada",2020-10-14
Pratiwi Ratna,Ini banyak makanan tradisional.. aku menyukainya,2019-10-14
Cey Cahyo,Legenda pasar tradisional 💚💚💚 …,2024-02-14
Iwan Sofii,"masing-masingpasar tradisional di pulau jawa..
Kuliner, binatang, dan masih banyak lagi",2018-10-14
anisa briliyani,Tempat yang sangat bagus untuk menikmati makanan ringan tradisional,2021-10-14
More Erush,Ada begitu banyak orang setiap hari di pasar legi,2020-10-14
Nurul Aeni,Banyak...,2023-10-14
Emy Kusparyati,Tua tapi emas. Barang lengkap untuk dibeli,2023-10-14
Vera Crisdianti,Tempat yang indah,2024-08-14
Khusnul Setia Wardani,"Pasar tradisional di Kotagede, Yogyakarta. Pasar ini terletak di kawasan cagar budaya Kotagede",2018-10-14
Arifin Arifin,Oke,2023-10-14
adriani zulivan,Pasar tradisional paling favorit saya di kota!,2018-10-14
Lenny Ambon,Suka sekali,2024-03-14
Chairiani Rahmah,Pasar tradisional yang cukup lengkap,2019-10-14
agsel ralin pradana,bagus sekali,2023-10-14
Aprianto Haryadi,"Minumannya enak, segar..",2019-10-14
IZAL Ray34,Enaaaaak,2024-02-14
shoe andsurf,sial,2024-03-14
Jessee Schonheit,Pasar tradisional yang unik di Jogja Selatan,2017-10-14
Dian Tika Rusdiyanti,Ramee tapi bersih 😁😁 …,2022-10-14
Irfanwahyu Adi Pradana,Joss,2024-01-14
Yafi Alhakim,"Yang paling best, pasar Jogja banget",2019-10-14
Aan Siddiq,Berkesan,2021-10-14
Herry Coollezz,menyesap,2023-12-14
Adi Kurniawan,Pasar tradisional yang indah,2017-10-14
Muhammad Hidayatullah,hampir setiap hari melewati pasar ini..karena kebetulan sekolah anak melewati jalan ini. …,2024-05-14
Nur Hidayat,"Ini tempat paling nyaman kalau pagi, suasananya, jualannya juga murah, jajan jadul ada semua",2024-08-14
Bagus Subekti N,"Toko nya bagus
Tempatnya nyaman
Produk daster nya lengkap segala ukuran ada …",2024-09-14
Andreas Yudhi,Tempat yang bagus untuk dikunjungi ketika Anda memiliki keterampilan negosiasi harga,2024-10-07
